No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,SVM_Predict
17827,2015,3,13,18,19.0,41.0,8.0,81.0,500.0,44.0,12.0,1015.4,-18.8,0.0,SW,1.7,Wanliu,24.331618604598063
17828,2015,3,13,19,24.0,52.0,12.0,111.0,700.0,16.0,9.3,1016.6,-15.3,0.0,SW,1.4,Wanliu,35.070200850101585
17829,2015,3,13,20,34.0,79.0,15.0,126.0,900.0,2.0,6.9,1017.5,-8.7,0.0,NW,1.2,Wanliu,48.19710511131603
17830,2015,3,13,21,35.0,66.0,16.0,129.0,1000.0,2.0,4.1,1017.7,-10.0,0.0,WNW,1.1,Wanliu,47.142427124113055
17831,2015,3,13,22,51.0,111.0,23.0,133.0,1500.0,2.0,2.4,1018.6,-11.5,0.0,SW,1.3,Wanliu,76.94549161760013
17832,2015,3,13,23,68.0,135.0,32.0,131.0,2100.0,2.0,4.4,1019.2,-16.7,0.0,ESE,1.0,Wanliu,104.00051525462291
17833,2015,3,14,0,73.0,130.0,30.0,127.0,1600.0,2.0,5.2,1019.8,-7.0,0.0,SSE,2.4,Wanliu,92.70712297328184
17834,2015,3,14,1,99.0,185.0,36.0,121.0,2200.0,2.0,4.0,1020.1,-6.0,0.0,SSE,0.9,Wanliu,146.14397525857007
17835,2015,3,14,2,89.0,144.0,,114.0,2100.0,2.0,2.8,1020.2,-4.4,0.0,NE,1.5,Wanliu,112.87874692329551
17836,2015,3,14,3,86.0,118.0,26.0,105.0,1800.0,2.0,2.1,1019.6,-4.4,0.0,ENE,1.7,Wanliu,90.13590994886545
17837,2015,3,14,4,72.0,88.0,22.0,96.0,1400.0,,2.0,1018.9,-4.5,0.0,ENE,1.5,Wanliu,65.74593530839775
17838,2015,3,14,5,62.0,77.0,23.0,115.0,1300.0,2.0,1.9,1018.5,-4.6,0.0,NNE,1.3,Wanliu,57.12790562387439
17839,2015,3,14,6,66.0,78.0,22.0,94.0,1300.0,2.0,1.9,1018.5,-4.6,0.0,NE,1.5,Wanliu,58.309380290445084
17840,2015,3,14,7,64.0,79.0,23.0,95.0,1300.0,2.0,1.8,1018.4,-4.7,0.0,N,1.1,Wanliu,58.782755401154034
17841,2015,3,14,8,62.0,92.0,25.0,96.0,1400.0,2.0,2.0,1018.5,-5.0,0.0,NE,1.3,Wanliu,68.17339460786641
17842,2015,3,14,9,72.0,97.0,30.0,94.0,1500.0,2.0,2.5,1018.4,-4.9,0.0,NE,1.9,Wanliu,73.56121708185098
17843,2015,3,14,10,77.0,101.0,40.0,93.0,1700.0,2.0,3.1,1018.1,-4.8,0.0,ENE,1.7,Wanliu,80.37322230045487
17844,2015,3,14,11,79.0,116.0,51.0,95.0,2000.0,2.0,3.9,1016.9,-4.6,0.0,NE,1.5,Wanliu,95.56821788468532
17845,2015,3,14,12,92.0,133.0,62.0,95.0,2100.0,5.0,5.7,1015.4,-4.5,0.0,NE,1.8,Wanliu,111.11786446529902
17846,2015,3,14,13,106.0,130.0,63.0,98.0,2200.0,9.0,7.5,1013.4,-4.6,0.0,NNE,1.7,Wanliu,109.5964204064139
17847,2015,3,14,14,106.0,129.0,57.0,112.0,2300.0,10.0,9.3,1011.6,-5.0,0.0,ESE,1.7,Wanliu,110.53836219385902
17848,2015,3,14,15,124.0,131.0,56.0,117.0,1900.0,19.0,10.1,1010.7,-5.5,0.0,N,1.3,Wanliu,110.56571118476316
17849,2015,3,14,16,122.0,151.0,52.0,121.0,1900.0,16.0,10.0,1010.0,-6.0,0.0,NNE,1.6,Wanliu,123.32698121231462
17850,2015,3,14,17,129.0,166.0,54.0,135.0,2200.0,6.0,10.0,1009.5,-6.0,0.0,NE,1.5,Wanliu,140.01252511301837
17851,2015,3,14,18,136.0,190.0,54.0,143.0,2300.0,2.0,8.8,1010.0,-5.8,0.0,NE,1.7,Wanliu,160.52951326044118
17852,2015,3,14,19,142.0,200.0,54.0,145.0,2400.0,2.0,7.7,1010.6,-5.7,0.0,NNE,1.6,Wanliu,169.72656929295198
17853,2015,3,14,20,146.0,198.0,60.0,145.0,2500.0,2.0,7.5,1011.0,-5.9,0.0,NE,1.4,Wanliu,171.8888656247159
17854,2015,3,14,21,149.0,204.0,55.0,143.0,2700.0,2.0,6.3,1011.4,-5.4,0.0,ENE,0.8,Wanliu,175.0989149923601
17855,2015,3,14,22,144.0,197.0,49.0,144.0,2900.0,2.0,5.1,1011.5,-5.0,0.0,ENE,0.8,Wanliu,167.09413454185778
17856,2015,3,14,23,146.0,192.0,49.0,148.0,3000.0,2.0,4.9,1011.7,-4.7,0.0,NE,1.3,Wanliu,163.6210994753607
17857,2015,3,15,0,163.0,224.0,50.0,144.0,3700.0,2.0,3.7,1012.4,-2.7,0.0,ENE,1.3,Wanliu,191.66628153843354
17858,2015,3,15,1,162.0,216.0,38.0,137.0,3900.0,2.0,3.5,1012.4,-4.5,0.0,E,0.5,Wanliu,179.23240313631618
17859,2015,3,15,2,161.0,194.0,34.0,132.0,3700.0,2.0,1.6,1012.2,-4.1,0.0,WNW,1.0,Wanliu,158.330145064972
17860,2015,3,15,3,153.0,183.0,29.0,131.0,3700.0,2.0,0.6,1011.8,-3.9,0.0,WSW,0.6,Wanliu,147.08572067691432
17861,2015,3,15,4,146.0,195.0,31.0,130.0,4200.0,2.0,0.6,1012.0,-4.1,0.0,E,0.5,Wanliu,158.0328418216281
17862,2015,3,15,5,125.0,178.0,35.0,119.0,3200.0,2.0,-0.2,1012.4,-5.8,0.0,SE,0.4,Wanliu,144.5545453088562
17863,2015,3,15,6,80.0,200.0,30.0,107.0,2100.0,2.0,1.6,1012.8,-6.2,0.0,WNW,1.3,Wanliu,160.34366303697803
17864,2015,3,15,7,71.0,233.0,24.0,100.0,1700.0,2.0,3.7,1013.4,-11.1,0.0,ENE,1.3,Wanliu,177.0283535414897
17865,2015,3,15,8,75.0,262.0,29.0,108.0,2300.0,2.0,5.2,1014.1,-8.0,0.0,NE,0.8,Wanliu,219.59816915182495
17866,2015,3,15,9,76.0,214.0,32.0,107.0,2100.0,2.0,9.9,1014.1,-10.9,0.0,W,1.0,Wanliu,171.62556052078077
17867,2015,3,15,10,78.0,196.0,33.0,97.0,1500.0,16.0,12.0,1013.5,-13.9,0.0,SSW,0.9,Wanliu,139.27912516809286
17868,2015,3,15,11,77.0,197.0,32.0,94.0,1400.0,27.0,13.7,1012.9,-11.7,0.0,SSW,2.4,Wanliu,135.65771943910045
17869,2015,3,15,12,77.0,211.0,30.0,90.0,1200.0,42.0,14.9,1011.7,-12.4,0.0,SW,2.6,Wanliu,131.15221479817586
17870,2015,3,15,13,59.0,163.0,21.0,77.0,900.0,56.0,15.4,1010.4,-15.0,0.0,SW,3.9,Wanliu,91.17009695593684
17871,2015,3,15,14,54.0,148.0,17.0,67.0,800.0,67.0,16.6,1009.5,-17.9,0.0,SW,4.0,Wanliu,81.46758858803913
17872,2015,3,15,15,54.0,184.0,16.0,68.0,700.0,68.0,16.7,1008.7,-12.9,0.0,SW,3.7,Wanliu,83.67240537912326
17873,2015,3,15,16,79.0,227.0,24.0,81.0,900.0,72.0,16.8,1008.0,-12.8,0.0,SW,4.0,Wanliu,111.54508437210885
17874,2015,3,15,17,65.0,207.0,19.0,80.0,800.0,74.0,16.6,1007.8,-14.1,0.0,SW,3.7,Wanliu,95.82887506092146
17875,2015,3,15,18,72.0,240.0,20.0,82.0,800.0,71.0,15.5,1008.0,-11.1,0.0,SW,1.9,Wanliu,102.7628688876728
17876,2015,3,15,19,85.0,266.0,22.0,98.0,900.0,57.0,14.7,1008.2,-10.9,0.0,SW,2.8,Wanliu,116.00922404752264
17877,2015,3,15,20,91.0,264.0,26.0,111.0,1000.0,42.0,14.3,1008.8,-9.7,0.0,SW,3.2,Wanliu,125.23656553133473
17878,2015,3,15,21,109.0,282.0,29.0,118.0,1100.0,36.0,13.8,1008.9,-8.8,0.0,SW,3.0,Wanliu,142.7871987953512
17879,2015,3,15,22,126.0,292.0,34.0,109.0,1100.0,40.0,13.4,1008.7,-7.9,0.0,SSW,2.5,Wanliu,147.33196376025768
17880,2015,3,15,23,138.0,298.0,40.0,109.0,1200.0,35.0,12.9,1008.4,-7.2,0.0,SW,2.4,Wanliu,164.84634489270638
17881,2015,3,16,0,146.0,295.0,46.0,105.0,1200.0,31.0,11.7,1008.0,-5.3,0.0,WSW,1.0,Wanliu,170.62913569584242
17882,2015,3,16,1,149.0,286.0,46.0,109.0,1200.0,20.0,8.9,1007.2,-4.3,0.0,ESE,0.4,Wanliu,168.62522658991122
17883,2015,3,16,2,154.0,284.0,,116.0,1300.0,6.0,7.9,1007.1,-3.9,0.0,SW,0.6,Wanliu,177.70195139258564
17884,2015,3,16,3,166.0,315.0,40.0,124.0,1500.0,2.0,8.3,1006.3,-7.5,0.0,NE,1.9,Wanliu,202.12020098430247
17885,2015,3,16,4,145.0,291.0,40.0,120.0,2100.0,,7.7,1006.6,-6.1,0.0,NE,1.4,Wanliu,227.6264918430548
17886,2015,3,16,5,138.0,295.0,41.0,125.0,2200.0,2.0,7.4,1005.4,-5.3,0.0,NE,1.4,Wanliu,234.8084907959533
17887,2015,3,16,6,128.0,283.0,42.0,109.0,2400.0,2.0,6.7,1005.9,-5.3,0.0,NE,1.0,Wanliu,232.49342548916152
17888,2015,3,16,7,117.0,257.0,44.0,105.0,2400.0,2.0,6.5,1006.4,-4.6,0.0,ENE,0.8,Wanliu,211.7806307936293
17889,2015,3,16,8,117.0,241.0,48.0,103.0,2300.0,2.0,7.9,1006.9,-4.6,0.0,NE,1.4,Wanliu,196.91298720748023
17890,2015,3,16,9,115.0,253.0,53.0,103.0,2200.0,2.0,9.2,1007.3,-3.1,0.0,NE,1.4,Wanliu,205.22297016791094
17891,2015,3,16,10,131.0,285.0,60.0,105.0,2300.0,2.0,10.8,1007.3,-2.3,0.0,ENE,1.9,Wanliu,232.77913251643102
17892,2015,3,16,11,158.0,284.0,61.0,101.0,2000.0,6.0,12.0,1006.8,-0.5,0.0,ENE,2.1,Wanliu,225.75861509476655
17893,2015,3,16,12,188.0,323.0,58.0,97.0,1900.0,15.0,12.8,1006.1,1.1,0.0,ENE,1.9,Wanliu,241.68991757039873
17894,2015,3,16,13,224.0,339.0,58.0,95.0,1800.0,17.0,14.4,1005.2,3.2,0.0,E,1.6,Wanliu,242.9921112079496
17895,2015,3,16,14,243.0,330.0,56.0,110.0,1900.0,17.0,15.5,1004.2,2.6,0.0,E,1.5,Wanliu,246.90720931879963
17896,2015,3,16,15,251.0,358.0,54.0,125.0,2000.0,16.0,15.9,1003.9,3.7,0.0,E,1.4,Wanliu,268.77943069103367
17897,2015,3,16,16,273.0,378.0,48.0,116.0,1900.0,26.0,15.3,1003.8,4.6,0.0,S,1.4,Wanliu,259.236079744419
17898,2015,3,16,17,290.0,381.0,42.0,107.0,1700.0,30.0,14.6,1003.9,5.9,0.0,S,0.9,Wanliu,234.87578762196813
17899,2015,3,16,18,298.0,383.0,36.0,108.0,1600.0,16.0,13.3,1004.4,6.2,0.0,WSW,0.7,Wanliu,223.19637480030798
17900,2015,3,16,19,330.0,408.0,30.0,123.0,1800.0,2.0,12.1,1005.3,5.9,0.0,NE,1.6,Wanliu,254.6566739613355
17901,2015,3,16,20,315.0,393.0,26.0,121.0,2100.0,2.0,11.4,1006.5,5.9,0.0,NE,1.1,Wanliu,285.38088133821395
17902,2015,3,16,21,301.0,380.0,24.0,110.0,2400.0,2.0,10.4,1007.4,5.6,0.0,ENE,0.6,Wanliu,308.6045346843834
17903,2015,3,16,22,306.0,401.0,21.0,101.0,2600.0,2.0,10.3,1008.4,5.7,0.0,ENE,1.6,Wanliu,338.9533236407665
17904,2015,3,16,23,299.0,394.0,20.0,97.0,2600.0,2.0,9.8,1009.0,5.6,0.0,NE,1.0,Wanliu,341.1306689104041
17905,2015,3,17,0,304.0,398.0,20.0,92.0,2800.0,2.0,9.3,1009.3,5.5,0.0,NE,1.3,Wanliu,355.45417052380424
17906,2015,3,17,1,302.0,397.0,19.0,96.0,2900.0,2.0,9.1,1010.4,5.3,0.0,NE,1.4,Wanliu,359.9525362401307
17907,2015,3,17,2,328.0,417.0,19.0,100.0,3000.0,2.0,8.9,1010.8,4.3,0.0,ENE,1.6,Wanliu,369.37145832460146
17908,2015,3,17,3,320.0,382.0,18.0,94.0,2900.0,2.0,7.5,1010.6,4.3,0.0,NNE,0.5,Wanliu,356.70508686209905
17909,2015,3,17,4,321.0,376.0,16.0,90.0,2900.0,2.0,7.4,1010.6,4.5,0.0,NE,0.8,Wanliu,362.08409538177364
17910,2015,3,17,5,302.0,352.0,14.0,88.0,2700.0,2.0,6.2,1011.8,4.0,0.0,E,0.5,Wanliu,347.94256062136026
17911,2015,3,17,6,288.0,329.0,13.0,87.0,2700.0,2.0,7.2,1012.6,3.8,0.0,NE,1.8,Wanliu,334.51432187207797
17912,2015,3,17,7,274.0,342.0,15.0,87.0,2500.0,2.0,6.6,1014.0,4.3,0.0,ENE,1.4,Wanliu,329.9302492424091
17913,2015,3,17,8,281.0,328.0,19.0,84.0,2200.0,2.0,9.1,1015.0,2.9,0.0,ENE,1.6,Wanliu,293.31237943022285
17914,2015,3,17,9,186.0,186.0,38.0,70.0,1500.0,7.0,12.7,1015.8,-2.8,0.0,ENE,1.6,Wanliu,142.87729771206247
17915,2015,3,17,10,111.0,111.0,15.0,54.0,1000.0,31.0,13.7,1016.1,-6.0,0.0,ENE,2.5,Wanliu,81.60924228871183
17916,2015,3,17,11,99.0,108.0,13.0,53.0,900.0,42.0,14.7,1016.0,-5.2,0.0,ENE,2.0,Wanliu,75.23051678224549
17917,2015,3,17,12,94.0,94.0,13.0,54.0,900.0,53.0,16.1,1015.2,-5.7,0.0,E,2.3,Wanliu,66.79235018572373
17918,2015,3,17,13,87.0,100.0,15.0,57.0,1100.0,57.0,16.9,1014.3,-5.6,0.0,S,2.2,Wanliu,78.14267246136444
17919,2015,3,17,14,140.0,157.0,28.0,69.0,1700.0,65.0,16.5,1013.3,-4.7,0.0,SSW,2.2,Wanliu,131.37876554835026
17920,2015,3,17,15,126.0,126.0,24.0,66.0,1500.0,76.0,16.9,1012.6,-5.6,0.0,S,1.7,Wanliu,103.96751910481069
17921,2015,3,17,16,119.0,154.0,25.0,76.0,1700.0,71.0,16.2,1012.1,-4.4,0.0,SSW,2.0,Wanliu,127.23241472645643
17922,2015,3,17,17,136.0,178.0,28.0,82.0,1900.0,75.0,14.8,1012.2,-4.5,0.0,SW,2.8,Wanliu,148.0657470545195
17923,2015,3,17,18,146.0,189.0,28.0,92.0,1900.0,64.0,14.2,1012.4,-4.1,0.0,SW,2.4,Wanliu,152.67612574090816
17924,2015,3,17,19,132.0,200.0,26.0,94.0,1700.0,60.0,13.0,1013.2,-2.9,0.0,SW,3.1,Wanliu,154.2402075696836
17925,2015,3,17,20,134.0,262.0,32.0,95.0,1700.0,50.0,12.0,1013.9,-4.6,0.0,SW,5.3,Wanliu,192.90057224100988
17926,2015,3,17,21,100.0,226.0,27.0,82.0,1200.0,48.0,10.7,1014.7,-5.4,0.0,SW,3.5,Wanliu,141.7923580101172
17927,2015,3,17,22,53.0,114.0,19.0,73.0,800.0,32.0,9.5,1015.4,-7.2,0.0,SW,3.8,Wanliu,64.56416046517285
17928,2015,3,17,23,34.0,59.0,15.0,69.0,700.0,27.0,9.0,1015.3,-8.1,0.0,SW,3.0,Wanliu,36.99818194585878
17929,2015,3,18,0,30.0,30.0,13.0,60.0,600.0,40.0,8.6,1014.9,-8.0,0.0,SW,4.2,Wanliu,22.662673082342415
17930,2015,3,18,1,29.0,29.0,14.0,56.0,600.0,41.0,8.5,1014.7,-9.0,0.0,SW,3.7,Wanliu,22.330337319272168
17931,2015,3,18,2,25.0,25.0,,50.0,500.0,42.0,8.0,1014.1,-9.0,0.0,SW,2.0,Wanliu,18.597284712093696
17932,2015,3,18,3,24.0,24.0,10.0,44.0,500.0,48.0,7.9,1013.3,-9.1,0.0,WSW,2.7,Wanliu,18.65640119490834
17933,2015,3,18,4,18.0,18.0,10.0,45.0,500.0,,7.7,1012.7,-9.7,0.0,WSW,1.8,Wanliu,16.31798093302153
17934,2015,3,18,5,21.0,21.0,10.0,60.0,500.0,44.0,7.7,1011.9,-9.3,0.0,SW,1.7,Wanliu,17.19684199426355
17935,2015,3,18,6,22.0,22.0,11.0,50.0,500.0,41.0,7.4,1011.7,-8.7,0.0,W,1.1,Wanliu,17.571521891640828
17936,2015,3,18,7,26.0,27.0,12.0,66.0,600.0,23.0,6.0,1012.0,-6.6,0.0,WNW,0.3,Wanliu,21.522164273361177
17937,2015,3,18,8,29.0,37.0,13.0,81.0,700.0,11.0,7.5,1012.0,-7.8,0.0,W,1.2,Wanliu,27.90110740453443
17938,2015,3,18,9,31.0,53.0,14.0,80.0,700.0,14.0,8.8,1012.4,-7.4,0.0,WNW,1.7,Wanliu,33.83623619667856
17939,2015,3,18,10,37.0,69.0,14.0,74.0,700.0,23.0,9.7,1012.0,-9.9,0.0,WNW,2.2,Wanliu,40.62108320552743
17940,2015,3,18,11,32.0,34.0,11.0,64.0,500.0,40.0,10.8,1011.7,-9.5,0.0,W,2.4,Wanliu,21.478902147376694
17941,2015,3,18,12,30.0,42.0,11.0,60.0,500.0,46.0,11.3,1010.8,-9.7,0.0,SW,2.4,Wanliu,24.285765254197216
17942,2015,3,18,13,31.0,48.0,12.0,60.0,500.0,51.0,12.1,1009.6,-10.2,0.0,SW,2.2,Wanliu,26.24291742986373
17943,2015,3,18,14,34.0,60.0,12.0,60.0,500.0,57.0,13.9,1008.3,-9.4,0.0,SSW,2.4,Wanliu,30.215199537685315
17944,2015,3,18,15,41.0,74.0,14.0,62.0,500.0,62.0,13.3,1007.4,-9.9,0.0,SW,2.6,Wanliu,34.40358870602597
17945,2015,3,18,16,40.0,74.0,14.0,62.0,500.0,62.0,13.5,1006.6,-8.4,0.0,SW,2.2,Wanliu,34.40358870602597
17946,2015,3,18,17,,,,,,,13.1,1006.5,-8.2,0.0,SW,2.4,Wanliu,34.40358870602597
17947,2015,3,18,18,,123.0,13.0,83.0,600.0,52.0,12.3,1006.8,-7.7,0.0,SW,1.6,Wanliu,51.25762144401963
17948,2015,3,18,19,27.0,142.0,13.0,105.0,700.0,38.0,11.7,1007.4,-7.2,0.0,SW,2.3,Wanliu,58.94006889991013
17949,2015,3,18,20,73.0,143.0,14.0,111.0,800.0,29.0,9.7,1007.7,-5.8,0.0,SW,0.9,Wanliu,65.22625618299175
17950,2015,3,18,21,80.0,155.0,16.0,139.0,1000.0,2.0,7.0,1008.4,-0.2,0.0,SW,0.2,Wanliu,77.14785821394365
17951,2015,3,18,22,87.0,192.0,19.0,156.0,1200.0,2.0,5.5,1008.9,-1.7,0.0,S,0.4,Wanliu,105.56402526587976
17952,2015,3,18,23,96.0,260.0,20.0,157.0,1300.0,2.0,4.6,1009.4,-2.5,0.0,E,0.5,Wanliu,154.94102218143524
17953,2015,3,19,0,95.0,222.0,20.0,149.0,1400.0,2.0,5.9,1009.6,-6.4,0.0,ENE,1.2,Wanliu,137.81278855545446
17954,2015,3,19,1,91.0,165.0,21.0,138.0,1300.0,2.0,5.8,1010.3,-5.5,0.0,NE,1.3,Wanliu,98.83770111097432
17955,2015,3,19,2,89.0,155.0,18.0,132.0,1200.0,2.0,5.4,1010.6,-6.8,0.0,NE,1.1,Wanliu,89.46579953896004
17956,2015,3,19,3,88.0,159.0,16.0,130.0,1300.0,2.0,4.1,1010.3,-5.7,0.0,ENE,0.5,Wanliu,97.30715142499054
17957,2015,3,19,4,83.0,137.0,13.0,122.0,1500.0,2.0,3.6,1010.2,-5.6,0.0,ENE,1.0,Wanliu,95.36775881362182
17958,2015,3,19,5,81.0,138.0,14.0,121.0,1300.0,2.0,2.9,1010.6,-5.5,0.0,ENE,0.6,Wanliu,88.35954770099156
17959,2015,3,19,6,85.0,149.0,12.0,119.0,1500.0,2.0,2.6,1011.0,-5.3,0.0,ENE,0.8,Wanliu,105.28875531457346
17960,2015,3,19,7,93.0,176.0,13.0,115.0,2400.0,2.0,3.5,1011.6,-5.4,0.0,SE,0.7,Wanliu,151.43542454609224
17961,2015,3,19,8,99.0,187.0,22.0,120.0,3200.0,2.0,6.5,1012.7,-4.0,0.0,W,0.9,Wanliu,154.4895546351787
17962,2015,3,19,9,100.0,208.0,29.0,137.0,2600.0,2.0,10.3,1013.0,-5.7,0.0,SW,0.6,Wanliu,168.30681295548743
17963,2015,3,19,10,88.0,196.0,22.0,132.0,1800.0,2.0,13.0,1013.3,-9.5,0.0,ENE,1.3,Wanliu,142.4533477110405
17964,2015,3,19,11,80.0,193.0,16.0,123.0,1500.0,2.0,15.0,1013.2,-11.5,0.0,ENE,0.9,Wanliu,132.19845945426107
17965,2015,3,19,12,69.0,202.0,12.0,112.0,1200.0,11.0,16.5,1012.4,-13.1,0.0,SW,1.3,Wanliu,125.67897965616507
17966,2015,3,19,13,58.0,198.0,11.0,92.0,900.0,28.0,18.1,1011.5,-9.9,0.0,SW,2.4,Wanliu,105.10081683713443
17967,2015,3,19,14,55.0,172.0,11.0,89.0,800.0,34.0,18.3,1010.8,-12.7,0.0,SW,2.6,Wanliu,84.89094829161284
17968,2015,3,19,15,53.0,194.0,10.0,88.0,700.0,41.0,19.7,1009.8,-11.6,0.0,SW,2.4,Wanliu,82.57942238431065
17969,2015,3,19,16,61.0,229.0,11.0,82.0,700.0,56.0,19.2,1008.8,-10.9,0.0,WSW,3.5,Wanliu,94.30510451931524
17970,2015,3,19,17,72.0,282.0,9.0,86.0,700.0,60.0,18.0,1008.6,-10.9,0.0,SW,4.0,Wanliu,109.32099880209009
17971,2015,3,19,18,72.0,314.0,8.0,97.0,700.0,48.0,17.0,1009.1,-9.9,0.0,SW,3.7,Wanliu,115.30985238453596
17972,2015,3,19,19,81.0,340.0,10.0,121.0,800.0,23.0,16.2,1009.6,-7.5,0.0,SW,3.1,Wanliu,132.28227416456156
17973,2015,3,19,20,100.0,358.0,13.0,125.0,900.0,31.0,15.7,1009.9,-7.2,0.0,WSW,3.3,Wanliu,147.23424289102758
17974,2015,3,19,21,115.0,348.0,15.0,121.0,1000.0,39.0,14.9,1010.8,-6.7,0.0,W,1.8,Wanliu,157.20004813211182
17975,2015,3,19,22,126.0,340.0,17.0,135.0,1100.0,16.0,11.6,1011.7,-3.8,0.0,NNE,0.4,Wanliu,169.6685626474298
17976,2015,3,19,23,111.0,350.0,15.0,139.0,1000.0,2.0,12.5,1012.2,-8.1,0.0,NNE,1.6,Wanliu,161.89914557361874
17977,2015,3,20,0,97.0,324.0,14.0,132.0,1000.0,2.0,11.0,1012.3,-8.3,0.0,NE,1.4,Wanliu,153.693163756231
17978,2015,3,20,1,89.0,308.0,14.0,135.0,1100.0,2.0,10.2,1012.6,-7.5,0.0,NE,1.2,Wanliu,162.17408605095022
17979,2015,3,20,2,59.0,202.0,,100.0,800.0,11.0,9.6,1012.8,-9.0,0.0,ESE,0.6,Wanliu,88.88540000526545
17980,2015,3,20,3,38.0,219.0,6.0,68.0,500.0,24.0,11.8,1013.0,-13.3,0.0,NNE,1.4,Wanliu,72.53675294631392
17981,2015,3,20,4,36.0,219.0,6.0,58.0,500.0,,10.7,1013.2,-14.2,0.0,NE,1.5,Wanliu,75.92908960627425
17982,2015,3,20,5,30.0,196.0,10.0,99.0,500.0,21.0,8.8,1013.4,-8.7,0.0,ENE,0.6,Wanliu,52.44857933359951
17983,2015,3,20,6,35.0,200.0,11.0,55.0,500.0,36.0,6.7,1013.7,-9.7,0.0,NNE,1.1,Wanliu,67.20257936697155
17984,2015,3,20,7,34.0,182.0,12.0,81.0,700.0,10.0,9.9,1014.4,-14.8,0.0,NNE,1.4,Wanliu,79.99798219454766
17985,2015,3,20,8,36.0,201.0,15.0,103.0,1200.0,2.0,11.7,1014.8,-15.0,0.0,NE,1.9,Wanliu,126.29972131675646
17986,2015,3,20,9,32.0,174.0,12.0,93.0,800.0,12.0,15.3,1014.9,-17.5,0.0,N,2.1,Wanliu,83.16892069979838
17987,2015,3,20,10,29.0,158.0,5.0,49.0,400.0,52.0,16.7,1014.9,-17.8,0.0,N,1.9,Wanliu,50.621061636262176
17988,2015,3,20,11,28.0,177.0,5.0,46.0,300.0,60.0,17.7,1014.1,-17.1,0.0,NNE,2.6,Wanliu,38.35508727445755
17989,2015,3,20,12,30.0,213.0,5.0,39.0,300.0,70.0,18.7,1012.8,-16.3,0.0,NNE,3.1,Wanliu,41.939048855217486
17990,2015,3,20,13,36.0,202.0,7.0,36.0,300.0,74.0,19.6,1011.6,-15.6,0.0,NNE,2.3,Wanliu,39.17571337702355
17991,2015,3,20,14,47.0,225.0,7.0,46.0,300.0,77.0,19.0,1010.7,-14.7,0.0,WSW,3.1,Wanliu,39.24124403886119
17992,2015,3,20,15,35.0,202.0,7.0,51.0,300.0,80.0,19.8,1009.7,-14.1,0.0,SSW,2.6,Wanliu,37.52822333118943
17993,2015,3,20,16,42.0,185.0,6.0,56.0,300.0,77.0,19.8,1008.7,-14.1,0.0,SW,2.3,Wanliu,36.40116367941529
17994,2015,3,20,17,36.0,180.0,6.0,60.0,400.0,74.0,19.3,1008.0,-14.4,0.0,SE,1.0,Wanliu,51.23231001643669
17995,2015,3,20,18,35.0,188.0,6.0,67.0,400.0,66.0,17.7,1008.1,-13.2,0.0,S,1.1,Wanliu,50.433305614524016
17996,2015,3,20,19,40.0,204.0,6.0,86.0,500.0,45.0,16.6,1008.6,-6.5,0.0,SSW,1.0,Wanliu,62.63174212982403
17997,2015,3,20,20,40.0,194.0,6.0,100.0,500.0,28.0,16.4,1009.1,-12.1,0.0,WSW,1.7,Wanliu,55.77232233520991
17998,2015,3,20,21,40.0,206.0,7.0,126.0,700.0,2.0,12.5,1009.2,-6.0,0.0,WSW,1.2,Wanliu,77.00997937041457
17999,2015,3,20,22,54.0,211.0,10.0,133.0,900.0,2.0,10.9,1009.5,0.0,0.0,WNW,1.0,Wanliu,96.85483230250232
18000,2015,3,20,23,61.0,248.0,12.0,130.0,1000.0,2.0,11.6,1009.7,-11.3,0.0,N,1.0,Wanliu,124.16909922845034
18001,2015,3,21,0,44.0,196.0,11.0,110.0,800.0,5.0,10.3,1010.1,-4.1,0.0,SSW,0.3,Wanliu,85.54589913671313
18002,2015,3,21,1,43.0,378.0,5.0,69.0,500.0,42.0,15.2,1010.7,-17.6,0.0,NNW,3.1,Wanliu,94.09200572789958
18003,2015,3,21,2,38.0,306.0,3.0,47.0,300.0,58.0,14.3,1010.8,-13.8,0.0,NNW,1.9,Wanliu,50.99489537371791
18004,2015,3,21,3,23.0,136.0,5.0,44.0,300.0,58.0,13.8,1010.6,-20.0,0.0,N,2.3,Wanliu,33.689409387951336
18005,2015,3,21,4,16.0,108.0,6.0,43.0,300.0,60.0,13.4,1010.7,-20.3,0.0,N,3.1,Wanliu,29.308487951764057
18006,2015,3,21,5,21.0,112.0,6.0,44.0,300.0,58.0,12.4,1010.9,-21.1,0.0,NNW,2.7,Wanliu,29.85478322685021
18007,2015,3,21,6,18.0,178.0,5.0,43.0,300.0,61.0,12.2,1011.8,-21.2,0.0,NNW,3.8,Wanliu,38.77731326121386
18008,2015,3,21,7,16.0,100.0,3.0,44.0,300.0,58.0,11.9,1012.9,-21.4,0.0,NNW,2.7,Wanliu,28.645317172931506
18009,2015,3,21,8,9.0,69.0,4.0,45.0,300.0,55.0,12.9,1014.0,-20.7,0.0,NNW,2.9,Wanliu,22.442168103460624
18010,2015,3,21,9,9.0,61.0,5.0,46.0,300.0,55.0,14.2,1015.0,-19.7,0.0,NNW,3.4,Wanliu,20.64103093937056
